id,persona,question,answer,context,disease_phase,tags,source_file,chunk_index,pass_num,judge_score
chikungunya_qa_0286,Médica,Quais são os sintomas característicos da febre do Nilo Ocidental?,"Os sintomas característicos da febre do Nilo Ocidental incluem febre, cefaleia, dores no corpo, náuseas, vômitos e, em casos raros, pode causar doença neurológica grave, como encefalite ou meningite.","* febre do Nilo Ocidental: febre, cefaleia, dores no corpo, náuseas, vômitos e, às vezes, erupção cutânea. Em casos raros pode causar doença neurológica grave, como encefalite ou meningite.",Fase Aguda,"#Sintomas, #Febre do Nilo Ocidental",Manejo_Chikungunya_2ed.md,34,3,100.0
chikungunya_qa_0287,Paciente,Quais são os sintomas que posso ter se eu tiver lúpus eritematoso sistêmico?,"Se você tiver lúpus eritematoso sistêmico, pode sentir dor nas articulações, além de ter manchas na pele, fadiga e febre.","* lúpus eritematoso sistêmico (LES): sintomas articulares semelhantes, além de outros sintomas sistêmicos, como erupções cutâneas, fadiga e febre.",Fase Aguda,"#Sintomas, #Lúpus",Manejo_Chikungunya_2ed.md,34,4,100.0
chikungunya_qa_0288,Paciente,O que pode acontecer se eu pegar a febre maculosa brasileira?,"Se você pegar a febre maculosa brasileira, pode ter febre alta, dor de cabeça, manchas na pele, dor no corpo e, em casos mais graves, pode ter complicações como problemas neurológicos, renais e respiratórios.","* febre maculosa brasileira: causada pela bactéria Rickettsia rickettsii, transmitida por carrapatos. Os sintomas incluem febre alta, dor de cabeça, rash (que geralmente começa nas extremidades e se espalha para o tronco), mialgia, podendo evoluir para complicações hemorrágicas, neurológicas, renais e respiratórias.",Fase Aguda,"#Sintomas, #Febre Maculosa",Manejo_Chikungunya_2ed.md,34,4,100.0
chikungunya_qa_0289,Médica,Quais são os sintomas que devem ser considerados para o diagnóstico de sífilis secundária?,"Os sintomas a serem considerados para o diagnóstico de sífilis secundária incluem rash cutâneo, febre, linfadenopatia generalizada e mal-estar. A presença de lesões mucocutâneas e histórico de sífilis é relevante para a consideração de testes diagnósticos.","* sífilis secundária: podem aparecer sintomas polimórficos, incluindo rash cutâneo (incluindo palmas das mãos e plantas dos pés), febre, linfadenopatia generalizada e mal-estar. Lesões mucocutâneas e a presença de lesões genitais ou histórico de sífilis devem levar à consideração de testes diagnósticos para sífilis.",Fase Aguda,"#Diagnóstico, #Sífilis",Manejo_Chikungunya_2ed.md,34,4,100.0
chikungunya_qa_0290,Médica,Quais são as características clínicas da febre maculosa brasileira?,"As características clínicas da febre maculosa brasileira incluem febre alta, dor de cabeça, rash que geralmente começa nas extremidades e se espalha para o tronco, mialgia, com potencial para evoluir para complicações hemorrágicas, neurológicas, renais e respiratórias.","* febre maculosa brasileira: causada pela bactéria Rickettsia rickettsii, transmitida por carrapatos. Os sintomas incluem febre alta, dor de cabeça, rash (que geralmente começa nas extremidades e se espalha para o tronco), mialgia, podendo evoluir para complicações hemorrágicas, neurológicas, renais e respiratórias.",Fase Aguda,"#Sintomas, #Febre Maculosa",Manejo_Chikungunya_2ed.md,34,4,100.0
chikungunya_qa_0291,Paciente,Quais sintomas posso ter se eu tiver sífilis secundária?,"Você pode ter sintomas como manchas na pele, febre, inchaço dos gânglios e mal-estar.","sífilis secundária: podem aparecer sintomas polimórficos, incluindo rash cutâneo (incluindo palmas das mãos e plantas dos pés), febre, linfadenopatia generalizada e mal-estar.",Fase Aguda,"#Sintomas, #Sífilis",Manejo_Chikungunya_2ed.md,34,5,95.0
chikungunya_qa_0292,Paciente,O que pode acontecer se eu tiver febre do Nilo Ocidental?,"Você pode sentir febre, dor de cabeça, dores no corpo, náuseas, vômitos e, em casos raros, pode ter problemas neurológicos graves.","febre do Nilo Ocidental: febre, cefaleia, dores no corpo, náuseas, vômitos e, às vezes, erupção cutânea. Em casos raros pode causar doença neurológica grave, como encefalite ou meningite.",Fase Aguda,"#Sintomas, #Febre do Nilo Ocidental",Manejo_Chikungunya_2ed.md,34,5,100.0
chikungunya_qa_0293,Paciente,Quais sintomas posso ter se eu tiver febre maculosa brasileira?,"Você pode ter febre alta, dor de cabeça, manchas na pele, dores no corpo e, em casos mais graves, complicações como sangramentos e problemas nos rins e cérebro.","Os sintomas incluem febre alta, dor de cabeça, rash (que geralmente começa nas extremidades e se espalha para o tronco), mialgia, podendo evoluir para complicações hemorrágicas, neurológicas, renais e respiratórias.",Fase Aguda,"#Sintomas, #Febre Maculosa Brasileira",Manejo_Chikungunya_2ed.md,34,5,100.0
chikungunya_qa_0294,Médica,Quais são os sintomas que indicam sífilis secundária?,"Os sintomas polimórficos incluem rash cutâneo, febre, linfadenopatia generalizada e mal-estar. Lesões mucocutâneas devem ser consideradas para testes diagnósticos.","sífilis secundária: podem aparecer sintomas polimórficos, incluindo rash cutâneo (incluindo palmas das mãos e plantas dos pés), febre, linfadenopatia generalizada e mal-estar.",Fase Aguda,"#Sintomas, #Diagnóstico",Manejo_Chikungunya_2ed.md,34,5,95.0
chikungunya_qa_0295,Médica,Quais são os critérios para diagnóstico de sepse bacteriana?,"A sepse é caracterizada por febre, hipotensão, taquicardia e alterações do estado mental, podendo levar à falência de múltiplos órgãos, exigindo diagnóstico e tratamento rápidos.","sepse bacteriana: caracterizada por febre, hipotensão, taquicardia, alterações do estado mental e, potencialmente, falência de múltiplos órgãos. A sepse requer diagnóstico e tratamento rápidos.",Fase Aguda,"#Diagnóstico, #Sepse",Manejo_Chikungunya_2ed.md,34,5,100.0
chikungunya_qa_0296,Médica,Quais são os sintomas que indicam a presença de sepse bacteriana?,"A sepse bacteriana é caracterizada por febre, hipotensão, taquicardia, alterações do estado mental e, potencialmente, falência de múltiplos órgãos. O diagnóstico e tratamento rápidos são essenciais.","sepse bacteriana: caracterizada por febre, hipotensão, taquicardia, alterações do estado mental e, potencialmente, falência de múltiplos órgãos. A sepse requer diagnóstico e tratamento rápidos.",Fase Aguda,"#Sintomas, #SepseBacteriana",Manejo_Chikungunya_2ed.md,34,6,95.0
chikungunya_qa_0297,Paciente,O que pode acontecer se eu não tiver febre mas tiver dor nas articulações?,"Alguns pacientes, especialmente idosos, podem não apresentar febre, mas ainda assim podem ter chikungunya. Isso significa que a dor nas articulações é um sinal importante a ser considerado, mesmo sem febre.","Ressalta-se que alguns pacientes, especialmente idosos, podem não apresentar febre, e que podem ocorrer manifestações extra-articulares, inclusive graves, mesmo em casos que não atendam plenamente à definição clássica.",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,35,1,95.0
chikungunya_qa_0298,Paciente,Quais são as fases da chikungunya?,"A chikungunya pode se manifestar em diferentes fases: a fase aguda ocorre até 16 dias após o início dos sintomas, seguida pela fase pós-aguda e, por último, a fase crônica, quando os sintomas articulares persistem por mais de 90 dias.","A doença pode se manifestar em diferentes fases. A fase aguda ocorre até 16 dias do início dos sintomas. Após esse período, pode evoluir para a fase pós-aguda e, posteriormente, para a fase crônica, quando os sintomas articulares persistem por mais de 90 dias.",Fase Crônica/Subaguda,"#Fases, #Chikungunya",Manejo_Chikungunya_2ed.md,35,1,100.0
chikungunya_qa_0299,Médica,Quais são os critérios para considerar um caso suspeito de chikungunya?,"Um caso suspeito de chikungunya é definido por paciente que apresenta febre e artralgia ou artrite não explicadas por outras condições, com início súbito geralmente até duas semanas antes, ou que tenha vínculo epidemiológico com caso confirmado.","Considera-se caso suspeito todo paciente que apresenta febre e artralgia ou artrite não explicadas por outras condições, com início súbito, geralmente até duas semanas antes, ou que possua vínculo epidemiológico com caso confirmado.",Fase Aguda,"#Critérios, #Chikungunya",Manejo_Chikungunya_2ed.md,35,1,100.0
chikungunya_qa_0300,Paciente,O que acontece se os sintomas de chikungunya persistirem?,"Se os sintomas de chikungunya persistirem por mais de 90 dias, você pode estar na fase crônica da doença, onde a dor nas articulações continua. É importante notar que a chikungunya pode se manifestar em diferentes fases: a fase aguda ocorre até 16 dias após o início dos sintomas, seguida pela fase pós-aguda e, finalmente, a fase crônica. Além das manifestações articulares, a chikungunya pode apresentar formas com manifestações extra-articulares ou evoluir para formas graves. Pacientes com maior risco incluem idosos, especialmente aqueles acima de 65 anos, indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco. Esses pacientes devem ser avaliados quanto à necessidade de internação. Já os pacientes pertencentes a grupos de risco ou que apresentem manifestações extra-articulares sem sinais de gravidade podem ser acompanhados ambulatorialmente, em observação, até a realização de exames necessários e reavaliação clínica.",quando os sintomas articulares persistem por mais de 90 dias.,Fase Crônica/Subaguda,"#Evolução, #Chikungunya",Manejo_Chikungunya_2ed.md,35,2,91.25
chikungunya_qa_0301,Médica,Quais são as manifestações que podem ocorrer em casos graves de chikungunya?,"As complicações podem atingir diversos sistemas, incluindo miocardite, pericardite, insuficiência cardíaca, arritmias, pneumonite, encefalite, insuficiência renal aguda, entre outros. Manifestações articulares podem até estar ausentes em algumas situações.","As complicações podem atingir diversos sistemas: no sistema cardiovascular, podem ocorrer miocardite, pericardite, insuficiência cardíaca...",Fase Aguda,"#Complicações, #Chikungunya",Manejo_Chikungunya_2ed.md,35,2,95.0
chikungunya_qa_0302,Paciente,Quais são os grupos de pessoas que têm maior risco em relação à doença?,"Os grupos de maior risco incluem idosos, especialmente aqueles acima de 65 anos, pessoas com outras doenças, recém-nascidos e aqueles que têm sinais de gravidade, como sangramentos ou sintomas que podem colocar a vida em risco.","Pacientes com maior risco incluem idosos (especialmente acima de 65 anos), indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco.",Fase Crônica/Subaguda,"#Epidemiologia, #Risco",Manejo_Chikungunya_2ed.md,36,1,100.0
chikungunya_qa_0303,Paciente,O que acontece se eu tiver manifestações extra-articulares?,"Se você tiver manifestações extra-articulares sem sinais de gravidade, pode ser acompanhado em casa, em observação, até que sejam feitos os exames necessários e uma nova avaliação clínica.","Já os pacientes pertencentes a grupos de risco ou que apresentem manifestações extra-articulares sem sinais de gravidade podem ser acompanhados ambulatorialmente, em observação, até a realização de exames necessários e reavaliação clínica.",Fase Aguda,"#Tratamento, #Acompanhamento",Manejo_Chikungunya_2ed.md,36,1,95.0
chikungunya_qa_0304,Paciente,É normal não ter febre quando estou doente?,"Sim, em alguns casos, especialmente em idosos, os pacientes podem não apresentar febre.","em alguns casos os pacientes podem não apresentar febre, principalmente se forem idosos;",Fase Aguda,"#Sintomas, #Febre",Manejo_Chikungunya_2ed.md,36,1,100.0
chikungunya_qa_0305,Médica,Quais são as indicações para internação de pacientes com risco?,"Os pacientes com maior risco, que apresentem sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco, devem ser avaliados quanto à necessidade de internação.",Esses pacientes devem ser avaliados quanto à necessidade de internação.,Fase Aguda,"#Critérios, #Internação",Manejo_Chikungunya_2ed.md,36,1,95.0
chikungunya_qa_0306,Paciente,Quais grupos de pessoas têm maior risco de complicações?,"Os grupos de maior risco incluem idosos, especialmente aqueles acima de 65 anos, indivíduos com outras doenças, neonatos e pessoas com sinais de gravidade, como hemorragias ou sintomas que coloquem a vida em risco.","Pacientes com maior risco incluem idosos (especialmente acima de 65 anos), indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco.",Fase Crônica/Subaguda,"#Risco, #Complicações",Manejo_Chikungunya_2ed.md,36,2,100.0
chikungunya_qa_0307,Paciente,"O que devo fazer se não tiver febre, mas tiver outros sintomas?","Se você não apresentar febre, mas tiver outros sintomas, é importante consultar um médico, pois alguns pacientes, especialmente os mais velhos, podem não ter febre e ainda assim ter a doença.","em alguns casos os pacientes podem não apresentar febre, principalmente se forem idosos;",Fase Aguda,"#Sintomas, #Orientação",Manejo_Chikungunya_2ed.md,36,2,95.0
chikungunya_qa_0308,Paciente,Como é o início da febre na doença?,O início da febre geralmente ocorre de forma repentina.,"o início da febre, em geral, ocorre subitamente;",Fase Aguda,"#Sintomas, #Febre",Manejo_Chikungunya_2ed.md,36,2,100.0
chikungunya_qa_0309,Médica,Quais pacientes devem ser internados?,"Pacientes com maior risco, como idosos, indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas, devem ser avaliados quanto à necessidade de internação.",Esses pacientes devem ser avaliados quanto à necessidade de internação.,Fase Aguda,"#Critérios, #Internação",Manejo_Chikungunya_2ed.md,36,2,100.0
chikungunya_qa_0310,Médica,Quais cuidados os profissionais de saúde devem oferecer?,"Os profissionais de saúde devem intervir rapidamente, oferecendo cuidados de suporte e tratamento específico conforme a complicação apresentada, seguindo protocolos e diretrizes estabelecidos, além de observar atentamente as indicações e contraindicações dos medicamentos utilizados.","os profissionais de saúde devem estar preparados para intervir rapidamente, oferecendo cuidados de suporte e tratamento específico conforme a complicação apresentada, seguindo protocolos e diretrizes estabelecidos, além de observar atentamente as indicações e contraindicações dos medicamentos utilizados.",Fase Aguda,"#Tratamento, #Cuidados",Manejo_Chikungunya_2ed.md,36,2,100.0
chikungunya_qa_0311,Paciente,Quem está em maior risco de complicações?,"Idosos, especialmente aqueles acima de 65 anos, pessoas com outras doenças, recém-nascidos e aqueles que apresentam sinais de gravidade, como sangramentos ou sintomas que colocam a vida em risco.","Pacientes com maior risco incluem idosos (especialmente acima de 65 anos), indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco.",Fase Crônica/Subaguda,"#Risco, #Complicações",Manejo_Chikungunya_2ed.md,36,3,100.0
chikungunya_qa_0312,Paciente,O que acontece se eu não tiver febre?,"Alguns pacientes, especialmente os mais velhos, podem não apresentar febre, mas isso não significa que não estejam doentes.","em alguns casos os pacientes podem não apresentar febre, principalmente se forem idosos;",Fase Aguda,"#Sintomas, #Febre",Manejo_Chikungunya_2ed.md,36,3,95.0
chikungunya_qa_0313,Médica,Quais são os critérios para internação de pacientes com risco?,"Os critérios para internação de pacientes com risco incluem: 1) Idosos, especialmente aqueles acima de 65 anos; 2) Indivíduos com comorbidades; 3) Neonatos; 4) Pacientes que apresentam sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco. Esses pacientes devem ser avaliados quanto à necessidade de internação. Além disso, é importante observar que, em alguns casos, os pacientes podem não apresentar febre, especialmente se forem idosos, e que o início da febre geralmente ocorre de forma súbita. Também é relevante considerar que alguns casos podem apresentar manifestações extra-articulares, e há situações em que pacientes não atendem à definição de casos de chikungunya, mas ainda assim apresentam manifestações extra-articulares, inclusive graves. Portanto, a avaliação deve ser cuidadosa e seguir os protocolos e diretrizes estabelecidos.",esses pacientes devem ser avaliados quanto à necessidade de internação.,Fase Crônica/Subaguda,"#Critérios, #Internação",Manejo_Chikungunya_2ed.md,36,3,91.25
chikungunya_qa_0314,Médica,Quais são as recomendações para profissionais de saúde em casos de complicações?,"Os profissionais de saúde devem estar preparados para intervir rapidamente, oferecendo cuidados de suporte e tratamento específico conforme a complicação apresentada, seguindo protocolos e diretrizes estabelecidos.","destaca-se que os profissionais de saúde devem estar preparados para intervir rapidamente, oferecendo cuidados de suporte e tratamento específico conforme a complicação apresentada, seguindo protocolos e diretrizes estabelecidos.",Fase Aguda,"#Cuidados, #Protocolos",Manejo_Chikungunya_2ed.md,36,3,95.0
chikungunya_qa_0315,Paciente,Quais são os sinais que indicam que eu posso estar em risco com a doença?,"Os sinais que indicam maior risco incluem ser idoso (especialmente acima de 65 anos), ter outras doenças, ser recém-nascido ou apresentar sintomas graves, como sangramentos ou sintomas que podem colocar a vida em risco.","Pacientes com maior risco incluem idosos (especialmente acima de 65 anos), indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco.",Fase Crônica/Subaguda,"#Risco, #Sintomas",Manejo_Chikungunya_2ed.md,36,4,100.0
chikungunya_qa_0316,Paciente,O que acontece se eu tiver manifestações fora das articulações?,"Se você tiver manifestações fora das articulações, pode ser que não atenda à definição de casos de chikungunya, mas ainda assim é importante ser avaliado, pois algumas dessas manifestações podem ser graves.","Podem haver casos que não atendam à definição de casos de chikungunya e apresentem manifestações extra-articulares, inclusive graves.",Fase Aguda,"#Manifestações, #Sintomas",Manejo_Chikungunya_2ed.md,36,4,95.0
chikungunya_qa_0317,Paciente,É normal não ter febre mesmo estando doente?,"Sim, em alguns casos, especialmente em idosos, os pacientes podem não apresentar febre, mesmo estando doentes.","em alguns casos os pacientes podem não apresentar febre, principalmente se forem idosos;",Fase Aguda,"#Sintomas, #Febre",Manejo_Chikungunya_2ed.md,36,4,100.0
chikungunya_qa_0318,Médica,Quais fatores devem ser considerados para a internação de um paciente?,"A internação deve ser considerada para pacientes com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco, além de idosos, indivíduos com comorbidades e neonatos.",Esses pacientes devem ser avaliados quanto à necessidade de internação.,Fase Aguda,"#Internação, #Critérios",Manejo_Chikungunya_2ed.md,36,5,100.0
chikungunya_qa_0319,Paciente,Quais são os sintomas que podem indicar que estou em maior risco com a doença?,Os sintomas que podem indicar maior risco incluem manifestações hemorrágicas ou sintomas que coloquem a vida em risco.,"Pacientes com maior risco incluem idosos (especialmente acima de 65 anos), indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, como manifestações hemorrágicas ou sintomas que coloquem a vida em risco.",Fase Aguda,"#Sintomas, #Risco",Manejo_Chikungunya_2ed.md,36,6,100.0
chikungunya_qa_0320,Paciente,"Se eu não tiver febre, isso é normal?","Sim, em alguns casos, os pacientes podem não apresentar febre, especialmente se forem idosos.","em alguns casos os pacientes podem não apresentar febre, principalmente se forem idosos;",Fase Aguda,"#Sintomas, #Febre",Manejo_Chikungunya_2ed.md,36,6,100.0
chikungunya_qa_0321,Médica,Quais critérios devem ser considerados para a internação de pacientes com risco?,"Os pacientes com maior risco, como idosos, indivíduos com comorbidades, neonatos e aqueles com sinais de gravidade, devem ser avaliados quanto à necessidade de internação.",Esses pacientes devem ser avaliados quanto à necessidade de internação.,Fase Aguda,"#Critérios, #Internação",Manejo_Chikungunya_2ed.md,36,6,100.0
chikungunya_qa_0322,Paciente,Como posso saber se a dor nas articulações é causada pela chikungunya?,"Você deve descrever as características da dor, como duração, intensidade e em quais articulações está sentindo dor.","investigar as queixas articulares, incluindo características da dor (duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores)",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,1,100.0
chikungunya_qa_0323,Médica,Quais são os critérios para investigar sintomas neurológicos em pacientes com chikungunya?,"Os sintomas neurológicos a serem investigados incluem convulsões, paresia, parestesia, tontura, alteração do nível de consciência e cefaleia.","investigar sintomas neurológicos como convulsões, paresia, parestesia, tontura, alteração do nível de consciência e cefaleia;",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,1,100.0
chikungunya_qa_0324,Médica,Quais antecedentes pessoais devem ser considerados na anamnese de um paciente com chikungunya?,"Registre informações sobre comorbidades e condições médicas preexistentes, como história de convulsão febril, diabetes, asma, insuficiência cardíaca, doenças reumatológicas, anemia falciforme, talassemia e hipertensão arterial sistêmica.","antecedentes pessoais: registrar informações sobre comorbidades e condições médicas preexistentes (como história de convulsão febril, diabetes, asma, insuficiência cardíaca, doenças reumatológicas, anemia falciforme, talassemia e hipertensão arterial sistêmica), bem como uso de medicamentos;",Fase Aguda,"#Antecedentes, #Chikungunya",Manejo_Chikungunya_2ed.md,37,1,95.0
chikungunya_qa_0325,Paciente,Como posso saber a duração dos meus sintomas de chikungunya?,Você deve observar por quanto tempo seus sintomas estão durando e se houve alguma mudança ao longo do tempo.,duração e progressão: perguntar a duração dos sintomas e se houve alguma mudança ao longo do tempo;,Fase Aguda,#Sintomas,Manejo_Chikungunya_2ed.md,37,2,95.0
chikungunya_qa_0326,Paciente,O que devo fazer se sentir dor nas articulações?,"É importante descrever a intensidade da dor, quanto tempo ela dura e quais articulações estão afetadas.","investigar as queixas articulares, incluindo características da dor (duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores)",Fase Aguda,#Sintomas,Manejo_Chikungunya_2ed.md,37,2,95.0
chikungunya_qa_0327,Médica,Quais são os principais sintomas a serem investigados na anamnese de um paciente com chikungunya?,"Os principais sintomas a serem investigados incluem febre, queixas articulares, sintomas respiratórios, comprometimentos cardiovasculares, neurológicos, cutâneos, oculares e digestivos.",Realizar um interrogatório sistemático ou sintomatológico para investigar outros sintomas e detalhes relacionados à chikungunya: * febre: caracterizar a febre... * queixas articulares... * sintomas respiratórios... * aparelho cardiovascular... * sintomas neurológicos... * manifestações cutâneas... * queixas oculares... * queixas digestivas.,Fase Aguda,"#Sintomas, #Anamnese",Manejo_Chikungunya_2ed.md,37,2,100.0
chikungunya_qa_0328,Paciente,Como posso saber se a dor que estou sentindo é por causa da chikungunya?,"Para saber se a dor nas articulações é causada pela chikungunya, você deve observar a duração, intensidade e se a dor se espalha para outras articulações ao longo do tempo.","investigar as queixas articulares, incluindo características da dor (duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores)",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,3,95.0
chikungunya_qa_0329,Paciente,O que significa ter erupções cutâneas se eu tiver chikungunya?,"Erupções cutâneas podem ser um sintoma da chikungunya e podem incluir manchas na pele, prurido e outras alterações. É importante relatar essas mudanças ao médico.","pesquisar alterações na pele como erupções cutâneas, prurido, descamação, hiperpigmentação, lesões por fotossensibilidade",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,3,90.0
chikungunya_qa_0330,Paciente,Como é a dor nas articulações causada pela chikungunya?,"A dor nas articulações causada pela chikungunya é caracterizada por sua intensidade variável, podendo ser leve a intensa, e pode afetar diferentes articulações ao longo do tempo. Inicialmente, a dor pode surgir em articulações específicas, como mãos, punhos, tornozelos e joelhos, e pode se espalhar para outras articulações. A duração da dor pode ser prolongada, com episódios que podem durar semanas ou até meses. Além disso, a dor pode apresentar características como ser pulsátil, em queimação ou aguda, e pode ser acompanhada de rigidez articular, especialmente pela manhã. É importante observar que a dor pode ter uma periodicidade, com períodos de exacerbação e remissão. Caso haja queixas de dor lombar, é fundamental investigar se há indícios que possam diferenciá-la de outras causas, como problemas musculoesqueléticos ou neuropáticos. A intensidade e a localização da dor devem ser avaliadas em cada consulta, pois podem mudar ao longo do tempo, refletindo a progressão da doença.","investigar as queixas articulares, incluindo características da dor (duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores)",Fase Crônica/Subaguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,4,92.5
chikungunya_qa_0331,Paciente,O que eu posso esperar em relação à febre se tiver chikungunya?,"A febre pode ter diferentes intensidades e durações, e pode ser acompanhada de sintomas como calafrios e sudorese excessiva.","caracterizar a febre, incluindo intensidade, duração (em dias) e sintomas associados, como calafrios, sudorese excessiva etc.;",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,4,95.0
chikungunya_qa_0332,Médica,Como deve ser caracterizada a febre em pacientes com chikungunya?,"A febre deve ser caracterizada pela intensidade, duração em dias e sintomas associados, como calafrios e sudorese excessiva.","caracterizar a febre, incluindo intensidade, duração (em dias) e sintomas associados, como calafrios, sudorese excessiva etc.;",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,37,4,100.0
chikungunya_qa_0333,Paciente,Quais são os sintomas que eu devo descrever se tiver chikungunya?,"Se você tiver chikungunya, deve descrever os seguintes sintomas: febre, que pode variar em intensidade e duração, acompanhada de calafrios e sudorese excessiva; dor nas articulações, que pode ser intensa e afetar várias articulações, com características como duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores; erupções cutâneas, que podem incluir prurido, descamação, hiperpigmentação, lesões por fotossensibilidade, lesões simulando eritema nodoso, úlceras orais, bolhas e vesículas; além de sintomas respiratórios que podem estar associados a complicações, como tosse ou dificuldade para respirar. Também é importante relatar qualquer dor ou desconforto torácico, palpitações, dispneia, ortopneia, lipotimia, dispneia paroxística noturna (DPN) e edema, que podem indicar comprometimentos extra-articulares graves. Sintomas neurológicos, como convulsões, paresia, parestesia, tontura, alteração do nível de consciência e cefaleia, devem ser mencionados, assim como queixas oculares, como dor ocular, diminuição da acuidade visual, turvação visual, moscas volantes e olho vermelho. Por fim, não se esqueça de relatar queixas digestivas, como dor abdominal, diarreia e vômitos.","sintomas iniciais: pedir ao paciente para descrever os sintomas iniciais, como febre, dor nas articulações, erupções cutâneas e outros;",Fase Aguda,#Sintomas,Manejo_Chikungunya_2ed.md,37,5,92.5
chikungunya_qa_0334,Paciente,Como posso descrever a dor nas articulações que sinto?,"Você deve informar a duração, intensidade, localização das articulações que doem e se a dor se espalha para outras articulações.","investigar as queixas articulares, incluindo características da dor (duração, intensidade, localização das articulações primariamente afetadas, progressão para outras articulações e periodicidade das dores)",Fase Aguda,#Sintomas,Manejo_Chikungunya_2ed.md,37,5,100.0
chikungunya_qa_0335,Paciente,Quais são as queixas digestivas que devo investigar se tiver chikungunya?,"Você deve investigar a presença de dor abdominal, diarreia e vômitos.","* queixas digestivas: investigar a presença de dor abdominal, diarreia e vômitos.",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,38,1,100.0
chikungunya_qa_0336,Paciente,O que são antecedentes pessoais e por que são importantes?,"Antecedentes pessoais incluem informações sobre condições médicas que você já teve, como diabetes ou asma, e o uso de medicamentos. Eles são importantes para entender sua saúde geral e como isso pode afetar a chikungunya.","* antecedentes pessoais: registrar informações sobre comorbidades e condições médicas preexistentes (como história de convulsão febril, diabetes, asma, insuficiência cardíaca, doenças reumatológicas, anemia falciforme, talassemia e hipertensão arterial sistêmica), bem como uso de medicamentos;",Fase Aguda,"#HistóriaPessoal, #Chikungunya",Manejo_Chikungunya_2ed.md,38,1,95.0
chikungunya_qa_0337,Médica,Quais antecedentes epidemiológicos devem ser investigados em pacientes com chikungunya?,"Devem ser investigados a exposição recente a áreas de risco para a transmissão do vírus chikungunya, picadas de mosquitos, e o histórico de viagens para áreas endêmicas/epidêmicas de chikungunya, além da exposição a áreas com transmissão de malária, Mayaro ou febre maculosa brasileira.","* exposição: perguntar sobre a exposição recente a áreas de risco para a transmissão do vírus chikungunya, picadas de mosquitos ou exposição a carrapatos; * história de viagem: obter informações a respeito da procedência do paciente e do histórico de viagens para áreas endêmicas/epidêmicas de chikungunya. Verificar a exposição a áreas de transmissão de malária, Mayaro ou outras doenças transmitidas por mosquito. Verificar a exposição a áreas com transmissão de febre maculosa brasileira.",Fase Aguda,"#Epidemiologia, #Chikungunya",Manejo_Chikungunya_2ed.md,38,1,100.0
chikungunya_qa_0338,Médica,Como deve ser conduzido o exame físico em casos suspeitos de chikungunya?,"O exame físico deve ser conduzido de forma sistematizada, observando sinais e sintomas que possam indicar complicações dos aparelhos respiratório e cardiovascular, além de aferir a pressão arterial em duas posições para verificar o status hemodinâmico do paciente.","O exame físico é uma etapa fundamental para a avaliação clínica inicial e o monitoramento de casos suspeitos ou confirmados de chikungunya. Durante o exame, é importante observar sinais e sintomas que possam indicar complicações dos aparelhos respiratório e cardiovascular. O exame deve ser conduzido de forma sistematizada, dando especial atenção aos seguintes aspectos: **Sinais vitais:** * pressão arterial: aferição da pressão arterial em duas posições (ortostático e sentado/ decúbito) para verificar o status hemodinâmico do paciente.",Fase Aguda,"#ExameFísico, #Chikungunya",Manejo_Chikungunya_2ed.md,38,1,95.0
